palabra,gematria,reduccion,traduccion,pagina
בנו,58,13,suHijo,G82
ויקח,124,7,yTomo,G82
בידו,22,4,enSuMano,G82
את,401,5,**,G82
האש,306,9,elFuego,G82
ואת,407,11,y**,G82
המאכלת,496,19,elCuchillo,G82
וילכו,72,9,yMarcharon,G82
שניהם,965,20,ellosDos,G82
יחדו,28,10,juntos,G82
ויאמר,257,14,yDijo,G82
יצחק,208,10,isaac,G82
אל,31,4,a,G82
אברהם,808,16,abraham,G82
אביו,19,10,suPadre,G82
ויאמר,257,14,yDijo,G82
אבי,13,4,padreMio,G82
ויאמר,257,14,yDijo,G82
הנני,115,7,hemeAqui,G82
בני,62,8,hijoMio,G82
ויאמר,257,14,yDijo,G82
הנה,60,6,heAqui,G82
האש,306,9,elFuego,G82
והעצים,781,16,yLasMaderas,G82
ואיה,22,4,yDonde,G82
השה,310,4,elCordero,G82
לעלה,135,9,paraHolocausto,G82
ויאמר,257,14,yDijo,G82
אברהם,808,16,abraham,G82
אלהים,646,16,dios,G82
יראה,216,9,proveera,G82
לו,36,9,paraEl,G82
השה,310,4,elCordero,G82
לעלה,135,9,paraHolocausto,G82
בני,62,8,hijoMio,G82
וילכו,72,9,yAnduvieron,G82
שניהם,965,20,ellosDos,G82
יחדו,28,10,juntos,G82
ויבאו,25,7,yLlegaron,G82
אל,31,4,a,G82
המקום,751,13,elLugar,G82
אשר,501,6,que,G82
אמר,241,7,dijo,G82
לו,36,9,aEl,G82
האלהים,651,12,elDios,G82
ויבן,718,16,yEdifico,G82
שם,900,9,alli,G82
אברהם,808,16,abraham,G82
את,401,5,**,G82
המזבח,62,8,elAltar,G82
ויערך,786,21,yArreglo,G82
את,401,5,**,G82
העצים,775,19,lasMaderas,G82
ויעקד,190,10,yAto,G82
את,401,5,a,G82
יצחק,208,10,isaac,G82
בנו,58,13,suHijo,G82
וישם,916,16,yPuso,G82
אתו,407,11,aEl,G82
על,100,1,sobre,G82
המזבח,62,8,elAltar,G82
ממעל,180,9,encimaDe,G82
לעצים,800,8,lasMaderas,G82
וישלח,354,12,yExtendido,G82
אברהם,808,16,abraham,G82
את,401,5,**,G82
ידו,20,2,suMano,G82
ויקח,124,7,yTomo,G82
את,401,5,**,G82
המאכלת,496,19,elCuchillo,G82
לשחט,347,14,paraDegollar,G82
את,401,5,**,G82
בנו,58,13,suHijo,G82
ויקרא,317,11,yLlamo,G82
אליו,47,11,aEl,G82
מלאך,571,13,angelDe,G82
יהוה,26,8,ashem,G82
מן,740,11,desde,G82
השמים,955,19,losCielos,G82
ויאמר,257,14,yDijo,G82
אברהם,808,16,abraham,G82
אברהם,808,16,abraham,G82
ויאמר,257,14,yDijo,G82
הנני,115,7,hemeAqui,G82
ויאמר,257,14,yDijo,G82
אל,31,4,no,G82
תשלח,738,18,extiendas,G82
ידך,514,10,tuMano,G82
אל,31,4,a,G82
הנער,325,10,elJoven,G82
ואל,10,1,yNo,G82
תעש,770,14,hagas,G82
לו,36,9,aEl,G82
מאומה,92,11,nada,G82
כי,30,3,pues,G82
עתה,475,16,ahora,G82
ידעתי,494,17,se,G82
כי,30,3,pues,G82
ירא,211,4,temorDe,G82
אלהים,646,16,dios,G82
אתה,406,10,tu,G82
ולא,37,10,puesNo,G82
חשכת,728,17,retuviste,G82
את,401,5,**,G82
בנך,552,12,tuHijo,G82
את,401,5,**,G82
יחידך,532,10,tuUnico,G84
ממני,140,5,deMi,G84
וישא,317,11,yAlzo,G84
אברהם,808,16,abraham,G84
את,401,5,**,G84
עיניו,146,11,susOjos,G84
וירא,217,10,yMiro,G84
והנה,66,12,yHeAqui,G84
איל,41,5,unCarnero,G84
אחר,209,11,tras,G84
נאחז,66,12,trabado,G84
בסבך,564,15,enElZarzal,G84
בקרניו,368,17,porSusCuernos,G84
וילך,546,15,yFue,G84
אברהם,808,16,abraham,G84
ויקח,124,7,yTomo,G84
את,401,5,**,G84
האיל,46,10,elCarnero,G84
ויעלהו,127,10,yLoSacrifico,G84
לעלה,135,9,paraHolocausto,G84
תחת,808,16,enLugarDe,G84
בנו,58,13,suHijo,G84
ויקרא,317,11,yLlamo,G84
אברהם,808,16,abraham,G84
שם,900,9,nombreDe,G84
המקום,751,13,elLugar,G84
ההוא,17,8,elAquel,G84
יהוה,26,8,ashem,G84
יראה,216,9,proveera,G84
אשר,501,6,porEso,G84
יאמר,251,8,seDice,G84
היום,621,9,hoy,G84
בהר,207,9,enMonteDe,G84
יהוה,26,8,ashem,G84
יראה,216,9,seraProvisto,G84
ויקרא,317,11,yLlamo,G84
מלאך,571,13,angelDe,G84
יהוה,26,8,ashem,G84
אל,31,4,a,G84
אברהם,808,16,abraham,G84
שנית,760,13,segunda,G84
מן,740,11,desde,G84
השמים,955,19,losCielos,G84
ויאמר,257,14,yDijo,G84
בי,12,3,porMi,G84
נשבעתי,832,13,juro,G84
נאם,651,12,declarara,G84
יהוה,26,8,ashem,G84
כי,30,3,que,G84
יען,780,15,porQue,G84
אשר,501,6,asi,G84
עשית,780,15,hisiste,G84
את,401,5,**,G84
הדבר,211,4,laCosa,G84
הזה,17,8,laEsta,G84
ולא,37,10,yNo,G84
חשכת,728,17,retuviste,G84
את,401,5,**,G84
בנך,552,12,tuHijo,G84
את,401,5,**,G84
יחידך,532,10,tuUnico,G84
כי,30,3,que,G84
ברך,702,9,bendecir,G84
אברכך,723,12,bendecire,G84
והרבה,218,11,yMultiplicar,G84
ארבה,208,10,multiplicare,G84
את,401,5,**,G84
זרעך,777,21,tuDesendencia,G84
ככוכבי,78,15,comoEstrellasDe,G84
השמים,955,19,losCielos,G84
וכחול,70,7,yComoLaArena,G84
אשר,501,6,que,G84
על,100,1,sobre,G84
שפת,780,15,orillaDe,G84
הים,615,12,elMar,G84
וירש,516,12,yPoseera,G84
זרעך,777,21,tuDesendencia,G84
את,401,5,**,G84
שער,570,12,puertaDe,G84
איביו,29,11,susEnemigos,G84
והתברכו,639,18,ySeranBenditas,G84
בזרעך,779,23,enTuDesendencia,G84
כל,50,5,todas,G84
גויי,29,11,nacionesDe,G84
הארץ,1106,8,laTierra,G84
עקב,172,10,porQue,G84
אשר,501,6,asi,G84
שמעת,810,9,escuchaste,G84
בקלי,142,7,aMiVoz,G84
וישב,318,12,yLlovio,G84
אברהם,808,16,abraham,G84
אל,31,4,a,G84
נעריו,336,12,susServidores,G84
ויקמו,162,9,ySeLevantaron,G84
וילכו,72,9,yMarcharon,G84
יחדו,28,10,juntos,G84
אל,31,4,a,G84
באר,203,5,beer,G84
שבע,372,12,seba,G84
וישב,318,12,yHabito,G84
אברהם,808,16,abraham,G84
בבאר,205,7,enBeer,G84
שבע,372,12,seba,G84
ויהי,31,4,yFue,G84
אחרי,219,12,tras,G84
הדברים,821,11,lasCosas,G84
האלה,41,5,lasEstas,G84
ויגד,23,5,yFueDicho,G84
לאברהם,838,19,aAbraham,G84
לאמר,271,10,aDecir,G84
הנה,60,6,mira,G84
ילדה,49,13,pario,G84
מלכה,95,14,micla,G84
גם,603,9,tambien,G84
הוא,12,3,ella,G84
בנים,662,14,hijos,G84
לנחור,294,15,aNacor,G84
אחיך,519,15,tuHermano,G84
את,401,5,a,G84
עוץ,976,22,uz,G84
בכרו,228,12,suPrimogenito,G84
ואת,407,11,y**,G84
בוז,15,6,buz,G84
אחיו,25,7,suHermano,G84
ואת,407,11,y**,G84
קמואל,177,15,kemuel,G84
אבי,13,4,padreDe,G84
ארם,801,9,aram,G84
ואת,407,11,y,G84
כשד,324,9,quesed,G84
ואת,407,11,y**,G84
חזו,21,3,hazo,G84
ואת,407,11,y**,G84
פלדש,414,9,pildas,G84
ואת,407,11,y**,G84
ידלף,844,16,jidlaf,G84
ואת,407,11,y**,G84
בתואל,439,16,betuel,G84
ובתואל,445,13,yBetuel,G84
ילד,44,8,engendro,G84
את,401,5,a,G84
רבקה,307,10,rebeca,G84
שמנה,395,17,ocho,G84
אלה,36,9,estos,G84
ילדה,49,13,dioALuz,G84
מלכה,95,14,milca,G84
לנחור,294,15,aNacor,G84
אחי,19,10,hermanoDe,G84
אברהם,808,16,abraham,G84
ופילגשו,435,12,ySuConcubina,G84
ושמה,351,9,ySuNombre,G84
ראומה,252,9,reuma,G84
ותלד,440,8,yDioALuz,G84
גם,603,9,tambien,G84
הוא,12,3,ella,G84
את,401,5,a,G84
טבח,19,10,teba,G84
ואת,407,11,y*a,G84
גחם,611,8,gaham,G84
ואת,407,11,y*a,G84
תחש,708,15,tahas,G84
ואת,407,11,y*a,G84
מעכה,135,9,maaca,G84
ויהיו,37,10,yFueron,G90
חיי,28,10,vidasDe,G90
שרה,505,10,sarah,G90
מאה,46,10,cien,G90
שנה,355,13,año,G90
ועשרים,1186,16,yVeinte,G90
שנה,355,13,año,G90
ושבע,378,18,ySiete,G90
שנים,960,15,años,G90
שני,360,9,añosDe,G90
חיי,28,10,vidasDe,G90
שרה,505,10,sarah,G90
ותמת,846,18,yMurio,G90
שרה,505,10,sarah,G90
בקרית,712,10,enQuiriat,G90
ארבע,273,12,arba,G90
הוא,12,3,que,G90
חברון,916,16,hebron,G90
בארץ,1103,5,enTierraDe,G90
כנען,840,12,canaan,G90
ויבא,19,10,yVino,G90
אברהם,808,16,abraham,G90
לספד,174,12,aHacerDuelo,G90
לשרה,535,13,aSarah,G90
ולבכתה,463,13,yALlorarla-כ-,G90
ויקם,716,14,ySeLevanto,G90
אברהם,808,16,abraham,G90
מעל,140,5,de**,G90
פני,140,5,juntoA,G90
מתו,446,14,suMuerto,G90
וידבר,222,6,yHablo,G90
אל,31,4,a,G90
בני,62,8,hijosDe,G90
חת,408,12,het,G90
לאמר,271,10,aDecir,G90
גר,203,5,extranjero,G90
ותושב,714,12,yForastero,G90
אנכי,81,9,yo,G90
עמכם,730,10,entreVosotros,G90
תנו,456,15,dad,G90
לי,40,4,aMi,G90
אחזת,416,11,propiedadDe,G90
קבר,301,5,sepultura,G90
עמכם,730,10,conVosotros,G90
ואקברה,730,10,ySepultare,G90
מתי,450,9,miMuerta,G90
מלפני,210,3,deDelanteDeMi,G90
ויענו,142,7,yRespondieron,G90
בני,62,8,hijosDe,G90
חת,408,12,het,G90
את,401,5,a,G90
אברהם,808,16,abraham,G90
לאמר,271,10,aDecir,G90
לו,36,9,aEl,G90
שמענו,466,16,oyenos,G90
אדני,65,11,señorMio,G90
נשיא,361,10,principeDe,G90
אלהים,646,16,dios,G90
אתה,406,10,tu,G90
בתוכנו,484,16,entreNosotros,G90
במבחר,252,9,enLoMejorDe,G90
קברינו,368,17,nuestrosSepulcros,G90
קבר,302,5,sepulta,G90
את,401,5,a,G90
מתך,940,13,tuMuerta,G90
איש,311,5,hombre,G90
ממנו,136,10,deNosotros,G90
את,401,5,**,G90
קברו,308,11,suSepulcro,G90
לא,31,4,no,G90
יכלה,65,11,negara,G90
ממך,580,13,deTi,G90
מקבר,342,9,paraSepultar,G90
מתך,940,13,tuMuerta,G90
ויקם,716,14,ySeLevanto,G90
אברהם,808,16,abraham,G90
וישתחו,730,10,ySeInclino,G90
לעם,700,7,anteElPuebloDe,G90
הארץ,1106,8,laTierra,G90
לבני,92,11,aLosHijosDe,G90
חת,408,12,het,G90
וידבר,222,6,yHablo,G90
אתם,1001,2,aEllos,G90
לאמר,271,10,aDecir,G90
אם,601,7,si,G90
יש,310,4,hay,G90
את,401,5,en,G90
נפשכם,1050,6,vuestraVoluntad,G90
לקבר,332,8,paraSepultar,G90
את,401,5,a,G90
מתי,450,9,miMuerta,G90
מלפני,210,3,deDelanteDeMi,G90
שמעוני,476,17,escuchadme,G90
ופגעו,165,12,eInterceded,G90
לי,40,4,porMi,G90
בעפרון,1058,14,conEfron,G90
בן,702,9,hijoDe,G90
צחר,298,19,zohar,G90
ויתן,1116,9,yEntrege,G90
לי,40,4,aMi,G90
את,401,5,*,G90
מערת,710,8,cuevaDe,G90
המכפלה,180,9,laMacpela,G90
אשר,501,6,que,G90
לו,36,9,aEl,G90
אשר,501,6,que,G90
בקצה,197,17,enFinalDe,G90
שדהו,315,9,suCampo,G90
בכסף,882,18,porDinero,G90
מלא,71,8,cumplido,G90
יתננה,515,11,laEntregue,G90
לי,40,4,aMi,G90
בתוככם,1048,13,entreVosotros,G80
לאחזת,446,14,paraLugarDe,G80
קבר,302,5,sepultura,G90
ועפרון,1062,9,yEfron,G90
ישב,312,6,habitaba,G90
בתוך,908,17,entre,G90
בני,62,8,hijosDe,G90
חת,408,12,het,G90
ויען,786,21,yRespondio,G90
עפרון,1056,12,efron,G90
החתי,423,9,elHeteo,G90
את,401,5,a,G90
אברהם,808,16,abraham,G90
באזני,70,7,aOidosDe,G90
בני,62,8,hijosDe,G90
חת,408,12,het,G90
לכל,80,8,aTodos,G90
באי,13,4,entrantesDe,G90
שער,570,12,puertaDe,G90
עירו,286,16,seCiudad,G90
לאמר,271,10,aDecir,G90
לא,31,4,no,G90
אדני,65,11,señorMio,G90
שמעני,470,11,escuchame,G90
השדה,314,8,elCampo,G90
נתתי,860,14,doy,G90
לך,530,8,aTi,G90
והמערה,326,11,yLaCueva,G90
אשר,501,6,que,G90
בו,8,8,enEl,G90
לך,530,8,paraTi,G90
נתתיה,865,18,laDoy,G90
לעיני,170,8,anteOjosDe,G90
בני,62,8,hijosDe,G90
עמי,120,3,miPueblo,G90
ותתיה,821,11,laDoy,G90
לך,530,13,aTi,G90
קבר,302,5,entierra,G90
מתך,940,13,tuMuerta,G90
וישתחו,730,10,ySeInclino,G90
אברהם,808,16,abraham,G90
לפני,170,8,ante,G90
עם,670,13,puebloDe,G90
הארץ,1106,8,laTierra,G90
וידבר,222,6,yHablo,G90
אל,31,4,a,G90
עפרון,1056,12,efron,G90
באזני,70,7,enOidosDe,G90
עם,670,13,puebloDe,G90
הארץ,1106,8,laTierra,G90
לאמר,271,10,aDecir,G90
אך,501,6,ahora,G90
אם,601,7,si,G90
אתה,406,10,tu,G90
לו,36,9,quieres,G90
שמעני,470,11,escuchame,G90
נתתי,860,14,dare,G90
כסף,880,16,dinderoDe,G90
השדה,314,8,elCampo,G90
קח,108,9,toma,G90
ממני,140,5,deMi,G90
ואקברה,314,8,ysepultare,G90
את,401,5,a,G90
מתי,450,9,miMuerta,G90
שמה,345,12,alli,G90
ויען,786,21,yRespondio,G90
עפרון,1056,12,efron,G90
את,401,5,a,G90
אברהם,808,16,abraham,G90
לאמר,271,10,aDecir,G90
לו,36,9,aEl,G90
אדני,65,11,señormio,G90
שמעני,470,11,escuchame,G90
ארץ,1101,3,tierra,G90
ארבע,273,12,cuatro,G90
מאת,441,9,cientos,G90
שקל,430,7,siclosDe,G90
כסף,880,16,plata,G90
ביני,72,9,entreMi,G90
ובינך,568,19,yEntreti,G90
מה,45,9,que,G90
הוא,12,3,eso,G90
הוא,12,3,y**,G90
מתך,940,13,tuMuerta,G90
קבר,302,5,sepulta,G90
וישמע,426,12,yOyo,G90
אברהם,808,16,abraham,G90
אל,31,4,a,G90
עפרון,1056,12,efron,G90
וישקל,446,14,yPeso,G92
אברהם,808,16,abraham,G92
לעפרן,1080,9,aEfron,G92
את,401,5,**,G92
הכסף,885,21,laPlata,G92
אשר,501,6,que,G92
דבר,206,8,dijo,G92
באזני,70,7,aOidosDe,G92
בני,62,8,hijosDe,G92
חת,408,12,het,G92
ארבע,273,12,cuatro,G92
מאות,447,15,cientos,G92
שקל,430,7,siclosDe,G92
כסף,880,16,plata,G92
עבר,272,11,segun,G92
לסחר,298,19,aLosComerciantes,G92
ויקם,716,14,yQuedo,G92
שדה,309,12,campoDe,G92
עפרון,1056,12,efron,G92
אשר,501,6,que,G92
במכפלה,177,15,enElMacpela,G92
אשר,501,6,que,G92
לפני,170,8,frenteA,G92
ממרא,281,11,mamre,G92
השדה,314,8,elCampo,G92
והמערה,326,11,yLaCueva,G92
אשר,501,6,que,G92
בו,8,8,enEl,G92
וכל,56,11,yToda,G92
העץ,975,21,laArboleda,G92
אשר,501,6,que,G92
בשדה,311,5,enelCampo,G92
אשר,501,6,que,G92
בכל,52,7,enToda,G92
גבלו,41,5,suLinde,G92
סביב,74,11,alrededor,G92
לאברהם,838,19,paraAbraham,G92
למקנה,225,9,paraPropiedad,G92
לעיני,170,8,aOjosDe,G92
בני,62,8,hijosDe,G92
חת,408,12,het,G92
בכל,52,7,anteTodos,G92
באי,13,4,entrantesDe,G92
שער,570,12,puertaDe,G92
עירו,286,16,suCiudad,G92
ואחרי,225,9,yTras,G92
כן,720,9,esto,G92
קבר,302,5,sepulto,G92
אברהם,808,16,abraham,G92
את,401,5,a,G92
שרה,505,10,sarah,G92
אשתו,707,14,suMujer,G92
אל,31,4,en,G92
מערת,710,8,cuevaDe,G92
שדה,309,12,campoDe,G92
המכפלה,180,9,laMacpela,G92
על,100,1,a,G92
פני,140,5,frente,G92
ממרא,281,11,mamre,G92
הוא,12,3,que,G92
חברון,916,16,hebron,G92
בארץ,1103,5,enTierraDe,G92
כנען,840,12,canaan,G92
ויקם,716,14,yQuedo,G92
השדה,314,8,elCampo,G92
והמערה,326,11,yLaCueva,G92
אשר,501,6,que,G92
בו,8,8,enEl,G92
לאברהם,838,19,paraHabraham,G92
לאחזת,446,14,paraLugar,G92
קבר,302,5,entierro,G92
מאת,441,9,por,G92
בני,62,8,hijosDe,G92
חת,408,12,het,G92
ואברהם,814,13,yAbraham,G92
זקן,807,15,viejo,G92
בא,3,3,entrado,G92
בימים,662,14,enDias,G92
ויהוה,32,5,yAshem,G92
ברך,702,9,bendijo,G92
את,401,5,a,G92
אברהם,808,16,abraham,G92
בכל,52,7,enTodo,G92
ויאמר,257,14,yDijo,G92
אברהם,808,16,abraham,G92
אל,31,4,a,G92
עבדו,82,10,suSiervo,G92
זקן,807,15,antiguoDe,G92
ביתו,418,13,suCasa,G92
המשל,375,15,elGobernante,G92
בכל,52,7,enTodo,G92
אשר,501,6,loQue,G92
לו,36,9,paraEl,G92
שים,910,10,pon,G92
נא,51,6,ahora,G92
ידך,514,10,tuMano,G92
תחת,808,16,bajo,G92
ירכי,140,6,miMuslo,G92
ואשביעך,889,25,yTeHareJurar,G92
ביהוה,28,10,porAshem,G92
אלהי,46,10,diosDe,G92
השמים,995,23,losCielos,G92
ואלהי,52,7,diosDe,G92
הארץ,1106,8,laTierra,G92
אשר,501,6,que,G92
לא,31,4,no,G92
תקח,508,13,tomaras,G92
אשה,306,9,mujer,G92
לבני,92,11,paraMiHijo,G92
מבנות,498,21,deHijasDe,G92
הכנעני,205,7,elCananeo,G92
אשר,501,6,que,G92
אנכי,81,9,yo,G92
יושב,318,12,habito,G92
בקרבו,310,4,enMedioDeEl,G92
כי,30,3,que,G92
אל,31,4,a,G92
ארצי,301,4,miTierra,G92
ואל,37,10,yA,G92
מולדתי,490,13,miParentela,G92
תלך,930,12,iras,G92
ולקחת,544,13,yTomaras,G92
אשה,306,9,mujer,G92
לבני,92,11,paraMiHijo,G92
ליצחק,238,13,paraIsaac,G92
ויאמר,257,14,yDijo,G92
אליו,47,11,aEl,G92
העבד,81,9,elSiervo,G92
אולי,47,11,quiza,G92
לא,31,4,no,G92
תאבה,408,12,quiera,G92
האשה,311,5,laMujer,G92
ללכת,480,12,venir,G92
אחרי,219,12,trasMi,G92
אל,31,4,a,G92
הארץ,1106,8,laTierra,G92
הזאת,413,8,laEstas,G92
ההשב,312,6,hacerVolver,G92
אשיב,313,7,hareVolver,G92
את,401,5,a,G92
בנך,552,12,tuHijo,G92
אל,31,4,a,G92
הארץ,1106,8,laTierra,G92
אשר,501,6,que,G92
יצאת,501,6,saliste,G92
משם,940,13,deElla,G92
ויאמר,257,14,yDijo,G92
אליו,47,11,aEl,G92
אברהם,808,16,abraham,G92
השמר,545,14,cuida,G92
לך,530,8,paraTi,G92
פן,780,15,queNo,G92
תשיב,712,10,hacesVolver,G92
את,401,5,a,G92
בני,62,8,miHijo,G92
שמה,345,12,alli,G92
יהוה,26,8,ashem,G92
אלהי,46,10,diosDe,G92
השמים,955,19,losCielos,G92
אשר,501,6,que,G92
לקחני,198,18,meTomo,G92
מבית,452,11,deCasaDe,G92
אבי,13,4,miPadre,G92
ומארץ,1147,13,yDeTierraDe,G92
מולדתי,490,13,miParentela,G92
ואשר,507,12,yQue,G92
דבר,206,8,hablo,G92
לי,40,4,aMi,G92
ואשר,507,12,yQue,G92
נשבע,422,8,juro,G92
לי,40,4,aMi,G92
לאמר,271,10,aDecir,G92
לזרעך,807,15,aTuDesendencia,G92
אתן,1101,3,dare,G92
את,401,5,**,G92
הארץ,1106,8,laTierra,G92
הזאת,413,8,laEsta,G92
הוא,12,3,el,G92
ישלח,348,15,enviara,G92
מלאכו,97,16,suAngel,G92
לפניך,670,13,delanteDeTi,G92
ולקחת,544,13,yTomara,G92
אשה,306,9,mujer,G92
לבני,92,11,paraMiHijo,G92
משם,940,13,deAlli,G92
ואם,607,13,ySi,G92
לא,31,4,no,G92
תאבה,408,12,quiere,G92
האשה,311,5,laMujer,G92
ללכת,480,12,venir,G92
אחריך,719,17,trasTi,G92
ונקית,566,17,entoncesEresLibre,G92
משבעתי,822,12,deMiJuramento,G92
זאת,408,12,este,G92
רק,300,3,solo,G92
את,401,5,**,G92
בני,62,8,miHijo,G92
לא,31,4,no,G92
תשב,702,9,lleves,G92
שמה,345,12,alla,G92
וישם,916,16,yPuso,G92
העבד,81,9,elSiervo,G92
את,401,5,**,G92
ידו,200,2,suMano,G92
תחת,808,16,bajo,G92
ירך,710,8,musloDe,G92
אברהם,808,16,abraham,G92
אדניו,71,8,suSeñor,G92
וישבע,388,19,yJuro,G92
לו,36,9,aEl,G92
על,100,1,acercaDe,G92
הדבר,211,4,elAsunto,G92
הזה,17,8,elEste,G94
ויקח,124,7,yTomo,G94
העבד,81,9,elSiervo,G94
עשרה,575,17,diez,G94
גמלים,683,17,camellos,G94
מגמלי,123,6,deLosCamellosDe,G94
אדניו,71,8,suSeñor,G94
וילך,546,15,yMarcho,G94
וכל,56,11,yTodoDe,G94
טוב,17,8,buenoDe,G94
אדניו,71,8,suSeñor,G94
בידו,22,4,enSuMano,G94
ויקם,716,14,ySeLevanto,G94
וילך,546,15,yMarcho,G94
אל,31,4,a,G94
ארם,801,9,aram,G94
נהרים,865,19,nahariam,G94
אל,31,4,a,G94
עיר,280,10,ciudadDe,G94
נחור,264,12,nacor,G94
ויברך,718,16,eHizoArrodillar,G94
הגמלים,688,22,losCamellos,G94
מחוץ,954,18,fueraDe,G94
לעיר,310,4,laCiudad,G94
אל,31,4,juntoA,G94
באר,203,5,pozoDe,G94
המים,655,16,lasAguas,G94
לעת,500,5,alTiempoDe,G94
ערב,272,11,atardecer,G94
לעת,500,5,alTiempoDe,G94
צאת,491,14,salir,G94
השאבת,708,15,lasAguadoras,G94
ויאמר,257,14,yDijo,G94
יהוה,26,8,ashem,G94
אלהי,46,10,diosDe,G94
אדני,65,11,miSeñor,G94
אברהם,808,16,abraham,G94
הקרה,310,4,daExito,G94
נא,51,6,ahora,G94
לפני,170,8,aMi,G94
היום,621,9,hoy,G94
ועשה,381,12,yHaz,G94
חסד,72,9,gracia,G94
עם,670,13,con,G94
אדני,65,11,miSeñor,G94
אברהם,808,16,abraham,G94
הנה,60,6,heAqui,G94
אנכי,81,9,yo,G94
נצב,142,7,estoy,G94
על,100,1,juntoA,G94
עין,780,15,fuenteDe,G94
המים,655,16,lasAguas,G94
ובנות,464,14,eHijasDe,G94
אנשי,361,10,hombresDe,G94
העיר,285,15,laCiudad,G94
יצאת,501,6,salen,G94
לשאב,333,9,aSacar,G94
מים,650,11,aguas,G94
והיה,26,8,ySea,G94
הנער,325,10,laMuchacha,G94
אשר,501,6,que,G94
אמר,241,7,diga,G94
אליה,46,10,aElla,G94
הטי,24,6,baja,G94
נא,51,6,ahora,G94
כדך,524,11,tuCantaro,G94
ואשתה,712,10,yBebere,G94
ואמרה,252,9,yEllaDiga,G94
שתה,705,12,bebe,G94
וגם,609,15,yTambien,G94
גמליך,583,16,tusCamellos,G94
אשקה,406,10,abrevare,G94
אתה,406,10,aElla,G94
הכחת,433,10,elegiste,G94
לעבדך,606,12,paraTuSiervo,G94
ליצחק,238,13,paraIsaac,G94
ובה,13,4,yPorElla,G94
אדע,75,12,sabre,G94
כי,30,3,que,G94
עשית,780,15,mostraste,G94
חסד,72,9,gracia,G94
עם,670,13,con,G94
אדני,65,11,miSeñor,G94
ויהי,31,4,yFue,G94
הוא,12,3,esto,G94
טרם,809,17,antesQue,G94
כלה,55,10,acabara,G94
לדבר,236,11,deHablar,G94
והנה,66,12,yHeAqui,G94
רבקה,3007,10,rebeca,G94
יצאת,501,6,llegando,G94
אשר,501,6,laCual,G30
ילדה,49,13,fueNacida,G94
לבתואל,469,19,aBetuel,G94
בן,702,9,hijoDe,G94
מלכה,95,14,milca,G94
אשת,701,8,mujerDe,G94
נחור,264,12,nacor,G94
אחי,19,10,hermanoDe,G94
אברהם,808,16,abraham,G94
וכדה,35,8,ySuCantaro,G94
על,100,1,sobre,G94
שכמה,365,14,suHombro,G94
והנער,331,7,yLaMuchacha,G94
טבת,411,6,hermosaDe,G94
מראה,246,12,aspecto,G94
מאד,45,9,mucho,G94
בתולה,443,11,virgen,G94
ואיש,317,11,yHombre,G94
לא,31,4,no,G94
ידעה,89,17,laConocio,G94
ותרד,610,7,yDecendio,G94
העינה,140,5,aLaFuente,G94
ותמלא,477,18,yLleno,G94
כדה,29,11,suCantaro,G94
ותעל,506,11,ySubio,G94
וירץ,1116,9,ySeApresuro,G94
העבד,81,9,elSiervo,G94
לקראתה,736,16,aSuEncuentro,G94
ויאמר,257,14,yDijo,G94
הגמיאיני,129,12,dame,G94
נא,51,6,porFavor,G94
מעט,119,11,unPocoDe,G94
מים,650,11,aguas,G94
מכדך,564,15,deTuCantaro,G94
ותאמר,647,17,yDijo,G94
שתה,705,12,bebe,G94
אדני,65,11,señorMio,G94
ותמהר,651,12,ySeApresuro,G94
ותרד,610,7,yBajo,G94
כדה,29,11,suCantaro,G94
על,100,1,sobre,G94
ידה,19,10,suMano,G94
ותשקהו,817,16,yLeDioDeBeber,G94
ותכל,456,15,yAcabo,G94
להשקתו,841,13,deDarDeBeberAEl,G94
ותאמר,647,17,yDijo,G94
גם,603,9,tambien,G94
לגמליך,613,10,aTusCamellos,G94
אשאב,304,7,sacare,G94
עד,74,11,hasta,G94
אם,601,7,cuando,G94
כלו,56,11,terminen,G94
לשתת,1130,5,aBeber,G94
ותמהר,651,12,ySeApresuro,G94
ותער,676,19,yVacio,G94
כדה,29,11,suCantaro,G94
אל,31,4,en,G94
השקת,805,13,laPila,G94
ותרץ,1506,12,yCorrio,G94
עוד,80,8,aun,G94
אל,31,4,a,G94
הבאר,208,10,elPozo,G94
לשאב,333,9,paraSacara,G94
ותשאב,709,16,ySaco,G94
לכל,80,8,paraTodos,G94
גמליו,89,17,susCamellos,G94
והאיש,322,7,yElHombre,G94
משתאה,746,17,observaba,G94
לה,35,8,aElla,G94
מחריש,558,18,callado,G94
לדעת,504,9,paraSaber,G94
ההצליח,148,13,siHabiaProsperasdo,G94
יהוה,26,8,ashem,G94
דרכו,230,5,suCamino,G94
אם,601,7,o,G94
לא,31,4,no,G94
ויהי,31,4,yFue,G94
כאשר,521,8,cuando,G94
כלו,56,11,terminaron,G94
הגמלים,688,22,losCamellos,G94
לשתות,1136,11,deBeber,G94
ויקח,124,7,yTomo,G94
האיש,316,10,elHombre,G94
